Seed,n,m,eps,gamma,Iteration,Residuum,Schrittweite,Quotient
2,128,128,1,5e-12,95,0.24394370000363025,1.862645149230957e-09,0.9999999962747144
2,128,128,1,5e-12,96,0.29060323121959575,9.313225746154785e-10,1.191271720545647
2,128,128,1,5e-12,97,0.290603230948948,4.656612873077393e-10,0.9999999990686692
2,128,128,1,5e-12,98,0.2906032308136099,1.4901161193847656e-08,0.9999999995342855
2,128,128,1,5e-12,99,0.290603226483292,3.725290298461914e-09,0.9999999850988653
2,128,128,1,5e-12,100,0.29060322540072075,2.3283064365386963e-10,0.9999999962747446
2,128,128,1,5e-12,101,0.2906032253330666,1.1641532182693481e-10,0.999999999767194
2,128,128,1,5e-12,102,0.29060322529923643,1.0,0.9999999998835865
2,128,128,1,5e-12,103,0.02461712632423415,2.9103830456733704e-11,0.08471043739753989
2,128,128,1,5e-12,104,0.03948703435478331,5.820766091346741e-11,1.604047273215257
2,128,128,1,5e-12,105,0.03948703435248194,1.1641532182693481e-10,0.9999999999417182
2,128,128,1,5e-12,106,0.0394870343478878,2.3283064365386963e-10,0.9999999998836545
2,128,128,1,5e-12,107,0.06381444471163783,9.313225746154785e-10,1.6160860334412865
2,128,128,1,5e-12,108,0.0638144446522097,9.313225746154785e-10,0.9999999990687355
2,128,128,1,5e-12,109,0.06381444459277623,2.9802322387695312e-08,0.9999999990686518
2,128,128,1,5e-12,110,0.06381444269095135,3.725290298461914e-09,0.99999997019758
2,128,128,1,5e-12,111,0.11577445882566596,3.725290298461914e-09,1.8142359933526826
2,128,128,1,5e-12,112,0.11577445839437403,2.9802322387695312e-08,0.9999999962747229
2,128,128,1,5e-12,113,0.11577445494403442,3.725290298461914e-09,0.9999999701977478
2,128,128,1,5e-12,114,0.11577445451274286,1.862645149230957e-09,0.999999996274726
2,128,128,1,5e-12,115,0.11577445429709618,2.3283064365386963e-10,0.9999999981373553
2,128,128,1,5e-12,116,0.11577445427014779,1.0,0.9999999997672337
2,128,128,1,5e-12,117,0.16943337770350309,2.9103830456733704e-11,1.4634780942965855
2,128,128,1,5e-12,118,0.16943337769858557,2.3283064365386963e-10,0.9999999999709768
2,128,128,1,5e-12,119,0.1694333776591344,2.3283064365386963e-10,0.9999999997671583
2,128,128,1,5e-12,120,0.1694333776196735,1.862645149230957e-09,0.9999999997671007
2,128,128,1,5e-12,121,0.1694333773040766,2.9802322387695312e-08,0.9999999981373392
2,128,128,1,5e-12,122,0.16943337225457233,3.725290298461914e-09,0.9999999701977005
2,128,128,1,5e-12,123,0.17960606133099888,1.4901161193847656e-08,1.060039465313493
2,128,128,1,5e-12,124,0.1796060586546564,7.450580596923828e-09,0.9999999850988187
2,128,128,1,5e-12,125,0.17960605731649004,1.862645149230957e-09,0.9999999925494364
2,128,128,1,5e-12,126,0.18546696126536655,2.9802322387695312e-08,1.0326319949140068
2,128,128,1,5e-12,127,0.18546695573802852,7.450580596923828e-09,0.9999999701977215
2,128,128,1,5e-12,128,0.18546695435618532,7.450580596923828e-09,0.9999999925493833
2,128,128,1,5e-12,129,0.1854669529743489,3.725290298461914e-09,0.9999999925494197
2,128,128,1,5e-12,130,0.18546695228343868,4.656612873077393e-10,0.999999996274753
2,128,128,1,5e-12,131,0.18546695219706902,1.0,0.9999999995343124
2,128,128,1,5e-12,132,0.029294134031725413,1.4551915228366852e-11,0.15794799927805336
2,128,128,1,5e-12,133,0.02929413403130201,1.1641532182693481e-10,0.9999999999855465
2,128,128,1,5e-12,134,0.029294134027886352,4.656612873077393e-10,0.9999999998834014
2,128,128,1,5e-12,135,0.09544975989932464,3.725290298461914e-09,3.2583233151204225
2,128,128,1,5e-12,136,0.10153508625929586,1.4901161193847656e-08,1.063754234336364
2,128,128,1,5e-12,137,0.1350222579635701,7.450580596923828e-09,1.3298088664518999
2,128,128,1,5e-12,138,0.13502225695757936,3.725290298461914e-09,0.9999999925494452
2,128,128,1,5e-12,139,0.13502225645458044,1.862645149230957e-09,0.9999999962746963
2,128,128,1,5e-12,140,0.13502225620308633,9.313225746154785e-10,0.9999999981373878
2,128,128,1,5e-12,141,0.1350222560773357,4.656612873077393e-10,0.9999999990686673
2,128,128,1,5e-12,142,0.13502225601446038,2.9802322387695312e-08,0.9999999995343337
2,128,128,1,5e-12,143,0.13502225199049042,7.450580596923828e-09,0.9999999701977282
2,128,128,1,5e-12,144,0.21498012290977975,9.313225746154785e-10,1.5921829160790528
2,128,128,1,5e-12,145,0.21498012270957434,1.1641532182693481e-10,0.9999999990687259
2,128,128,1,5e-12,146,0.21498012268456465,0.5,0.9999999998836651
2,128,128,1,5e-12,147,0.1615685346955312,1.4551915228366852e-11,0.7515510395935394
2,128,128,1,5e-12,148,0.16156853469317312,5.820766091346741e-11,0.999999999985405
2,128,128,1,5e-12,149,0.1615685346837959,3.725290298461914e-09,0.9999999999419613
2,128,128,1,5e-12,150,0.16156853408195762,2.9802322387695312e-08,0.999999996275028
2,128,128,1,5e-12,151,0.16156852926683232,2.3283064365386963e-10,0.9999999701976295
2,128,128,1,5e-12,152,0.1615685292291727,1.1641532182693481e-10,0.9999999997669123
2,128,128,1,5e-12,153,0.16704982514047267,1.0,1.0339255171625978
2,128,128,1,5e-12,154,0.048318696995607285,2.9103830456733704e-11,0.2892472168406998
2,128,128,1,5e-12,155,0.04831869699419897,5.820766091346741e-11,0.9999999999708535
2,128,128,1,5e-12,156,0.04831869699139252,1.862645149230957e-09,0.9999999999419179
2,128,128,1,5e-12,157,0.05287149981189624,5.960464477539063e-08,1.094224453555003
2,128,128,1,5e-12,158,0.1468380174725268,3.725290298461914e-09,2.7772621922007183
2,128,128,1,5e-12,159,0.20290202278391054,1.4901161193847656e-08,1.381808514418776
2,128,128,1,5e-12,160,0.20290201976044864,7.450580596923828e-09,0.9999999850989071
2,128,128,1,5e-12,161,0.2029020182487027,3.725290298461914e-09,0.9999999925493794
2,128,128,1,5e-12,162,0.2029020174928304,2.3283064365386963e-10,0.9999999962746932
2,128,128,1,5e-12,163,0.20290201744560019,2.9802322387695312e-08,0.9999999997672264
2,128,128,1,5e-12,164,0.20290201139865288,3.725290298461914e-09,0.9999999701976975
2,128,128,1,5e-12,165,0.20290201064278238,1.0,0.9999999962747018
2,128,128,1,5e-12,166,0.008705036475313297,1.4551915228366852e-11,0.04290266246123546
2,128,128,1,5e-12,167,0.01841208768481932,5.820766091346741e-11,2.1151074710639466
2,128,128,1,5e-12,168,0.01841208768375084,2.3283064365386963e-10,0.9999999999419686
2,128,128,1,5e-12,169,0.018412087679455617,9.313225746154785e-10,0.9999999997667172
2,128,128,1,5e-12,170,0.03252583429118246,7.450580596923828e-09,1.7665478710203564
2,128,128,1,5e-12,171,0.10501262038680839,5.960464477539063e-08,3.228591139175687
2,128,128,1,5e-12,172,0.10501261412756364,2.9802322387695312e-08,0.9999999403953094
2,128,128,1,5e-12,173,0.10501261099793238,1.862645149230957e-09,0.9999999701975683
2,128,128,1,5e-12,174,0.10501261080232466,4.656612873077393e-10,0.999999998137293
2,128,128,1,5e-12,175,0.10501261075343249,3.725290298461914e-09,0.9999999995344162
2,128,128,1,5e-12,176,0.10501261036224191,1.4901161193847656e-08,0.9999999962748228
2,128,128,1,5e-12,177,0.10501260879741581,1.862645149230957e-09,0.9999999850986839
2,128,128,1,5e-12,178,0.10501260860181655,4.656612873077393e-10,0.9999999981373736
2,128,128,1,5e-12,179,0.10501260855290519,1.0,0.9999999995342335
2,128,128,1,5e-12,180,0.008903234331156086,2.9103830456733704e-11,0.0847825271064536
2,128,128,1,5e-12,181,0.01316583099919329,1.1641532182693481e-10,1.4787694571983376
2,128,128,1,5e-12,182,0.013165830997664538,9.313225746154785e-10,0.9999999998838848
2,128,128,1,5e-12,183,0.027709258184253623,7.450580596923828e-09,2.1046341996315245
2,128,128,1,5e-12,184,0.05579435998564218,5.960464477539063e-08,2.013563828184636
2,128,128,1,5e-12,185,0.05579435666003778,1.4901161193847656e-08,0.9999999403953302
2,128,128,1,5e-12,186,0.05579435582864023,1.862645149230957e-09,0.9999999850988953
2,128,128,1,5e-12,187,0.055794355724716874,9.313225746154785e-10,0.9999999981373858
2,128,128,1,5e-12,188,0.0570978241279108,5.960464477539063e-08,1.023362011914343
2,128,128,1,5e-12,189,0.057097820724613654,1.4901161193847656e-08,0.9999999403953269
2,128,128,1,5e-12,190,0.07330911110356705,1.4901161193847656e-08,1.2839213506438618
2,128,128,1,5e-12,191,0.07330911001117363,7.450580596923828e-09,0.9999999850988041
2,128,128,1,5e-12,192,0.07330910946497693,1.862645149230957e-09,0.9999999925494021
2,128,128,1,5e-12,193,0.07330910932842863,1.4901161193847656e-08,0.9999999981373624
2,128,128,1,5e-12,194,0.07330910823603622,1.862645149230957e-09,0.9999999850988176
2,128,128,1,5e-12,195,0.07330910809949338,9.313225746154785e-10,0.999999998137437
2,128,128,1,5e-12,196,0.07330910803121664,2.3283064365386963e-10,0.9999999990686458
2,128,128,1,5e-12,197,0.07330910801415366,1.0,0.9999999997672462
2,128,128,1,5e-12,198,0.08053099028262359,1.1641532182693481e-10,1.098512755974
2,128,128,1,5e-12,199,0.08053099027323775,4.656612873077393e-10,0.9999999998834506
2,128,128,1,5e-12,200,0.08053099023575125,3.725290298461914e-09,0.9999999995345084
2,128,128,1,5e-12,201,0.08053098993577044,5.960464477539063e-08,0.9999999962749644
2,128,128,1,5e-12,202,0.08053098513575065,2.9802322387695312e-08,0.9999999403953708
2,128,128,1,5e-12,203,0.08053098273573009,1.862645149230957e-09,0.9999999701975513
2,128,128,1,5e-12,204,0.08610423198461996,2.9802322387695312e-08,1.0692062739030392
2,128,128,1,5e-12,205,0.08610422941852652,7.450580596923828e-09,0.9999999701978245
2,128,128,1,5e-12,206,0.08610422877698806,1.862645149230957e-09,0.9999999925492805
2,128,128,1,5e-12,207,0.08610422861661234,2.3283064365386963e-10,0.9999999981374234
2,128,128,1,5e-12,208,0.08610422859655827,5.960464477539063e-08,0.9999999997670954
2,128,128,1,5e-12,209,0.08610422346436386,1.4901161193847656e-08,0.9999999403955591
2,128,128,1,5e-12,210,0.08610422218131615,1.862645149230957e-09,0.9999999850988992
2,128,128,1,5e-12,211,0.08610422202092365,9.313225746154785e-10,0.9999999981372283
2,128,128,1,5e-12,212,0.08610422194072917,5.960464477539063e-08,0.9999999990686348
2,128,128,1,5e-12,213,0.08610421680850183,2.9802322387695312e-08,0.999999940395172
2,128,128,1,5e-12,214,0.08610421424240593,1.4901161193847656e-08,0.9999999701977905
2,128,128,1,5e-12,215,0.08610421295934022,3.725290298461914e-09,0.9999999850986886
2,128,128,1,5e-12,216,0.08610421263858711,1.862645149230957e-09,0.9999999962748268
2,128,128,1,5e-12,217,0.08610421247819812,0.5,0.9999999981372689
2,128,128,1,5e-12,218,0.04305210623908217,2.9103830456733704e-11,0.4999999999998038
2,128,128,1,5e-12,219,0.043052106237834474,1.1920928955078125e-07,0.999999999971019
2,128,128,1,5e-12,220,0.04305210110561981,7.450580596923828e-09,0.9999998807906252
2,128,128,1,5e-12,221,0.04305210078486283,1.862645149230957e-09,0.9999999925495627
2,128,128,1,5e-12,222,0.043052100704669145,9.313225746154785e-10,0.9999999981372876
2,128,128,1,5e-12,223,0.0430521006645652,1.0,0.9999999990684787
2,128,128,1,5e-12,224,0.0077069257552672245,1.1641532182693481e-10,0.17901393047727746
2,128,128,1,5e-12,225,0.009687070339039087,4.656612873077393e-10,1.2569305384080744
2,128,128,1,5e-12,226,0.009687070334523568,5.960464477539063e-08,0.9999999995338611
2,128,128,1,5e-12,227,0.09387616816593673,1.862645149230957e-09,9.690872980592824
2,128,128,1,5e-12,228,0.09387616799107551,9.313225746154785e-10,0.9999999981373204
2,128,128,1,5e-12,229,0.09387616790364484,2.3283064365386963e-10,0.9999999990686596
2,128,128,1,5e-12,230,0.09387616788178783,1.0,0.999999999767172
2,128,128,1,5e-12,231,0.04517237347844673,1.1641532182693481e-10,0.4811910679537896
2,128,128,1,5e-12,232,0.04517237347317141,9.313225746154785e-10,0.999999999883218
2,128,128,1,5e-12,233,0.04517237343111804,1.1920928955078125e-07,0.9999999990690468
2,128,128,1,5e-12,234,0.04517236804615929,5.960464477539063e-08,0.999999880790883
2,128,128,1,5e-12,235,0.04517236535371367,2.9802322387695312e-08,0.9999999403961817
2,128,128,1,5e-12,236,0.04517236400744822,3.725290298461914e-09,0.9999999701971451
2,128,128,1,5e-12,237,0.04517236383915794,2.9802322387695312e-08,0.9999999962744858
2,128,128,1,5e-12,238,0.04517236249292065,7.450580596923828e-09,0.9999999701977675
2,128,128,1,5e-12,239,0.04517236215634001,3.725290298461914e-09,0.9999999925489698
2,128,128,1,5e-12,240,0.04517236198803726,9.313225746154785e-10,0.9999999962742095
2,128,128,1,5e-12,241,0.04517236194596779,2.3283064365386963e-10,0.9999999990686902
2,128,128,1,5e-12,242,0.04517236193548772,1.1920928955078125e-07,0.9999999997679982
2,128,128,1,5e-12,243,0.045172356550506325,1.862645149230957e-09,0.9999998807903513
2,128,128,1,5e-12,244,0.04517235646636233,1.0,0.9999999981372679
2,128,128,1,5e-12,245,0.004889042927921417,2.3283064365386963e-10,0.10823085865715355
2,128,128,1,5e-12,246,0.004889042926775917,7.450580596923828e-09,0.9999999997657005
2,128,128,1,5e-12,247,0.021890185225836682,1.1920928955078125e-07,4.477396814405183
2,128,128,1,5e-12,248,0.021890182616311003,5.960464477539063e-08,0.9999998807901508
2,128,128,1,5e-12,249,0.02189018131156266,1.4901161193847656e-08,0.9999999403957305
2,128,128,1,5e-12,250,0.02189018098538855,7.450580596923828e-09,0.9999999850995246
2,128,128,1,5e-12,251,0.021890180822297947,3.725290298461914e-09,0.9999999925496
2,128,128,1,5e-12,252,0.02189018074073488,1.1920928955078125e-07,0.9999999962739884
2,128,128,1,5e-12,253,0.02189017813124912,2.9802322387695312e-08,0.99999988079195
2,128,128,1,5e-12,254,0.021890177478858144,7.450580596923828e-09,0.9999999701970915
2,128,128,1,5e-12,255,0.021890177315792368,1.862645149230957e-09,0.999999992550733
2,128,128,1,5e-12,256,0.02189017727499218,1.0,0.9999999981361417
2,128,128,1,5e-12,257,0.00218495148273462,1.4901161193847656e-08,0.09981424340636826
2,128,128,1,5e-12,258,0.005333170233815096,4.76837158203125e-07,2.4408643743156526
2,128,128,1,5e-12,259,0.005333167690750457,1.4901161193847656e-08,0.9999995231607979
2,128,128,1,5e-12,260,0.005333167611271412,7.450580596923828e-09,0.9999999850972162
2,128,128,1,5e-12,261,0.005333167571535442,3.725290298461914e-09,0.9999999925492742
2,128,128,1,5e-12,262,0.005333167551656798,9.313225746154785e-10,0.9999999962726385
2,128,128,1,5e-12,263,0.0053331675466995725,4.76837158203125e-07,0.9999999990704913
2,128,128,1,5e-12,264,0.013846530740724691,1.0,2.596305220017625
2,128,128,1,5e-12,265,0.003576780486118607,1.9073486328125e-06,0.2583160037047235
2,128,128,1,5e-12,266,0.0035767736639508423,2.384185791015625e-07,0.9999980926512568
2,128,128,1,5e-12,267,0.00357677281118742,9.313225746154785e-10,0.9999997615830627
2,128,128,1,5e-12,268,0.0035767728078509847,1.0,0.999999999067194
2,128,128,1,5e-12,269,0.0004578304754242427,1.0,0.12800099419770494
2,128,128,1,5e-12,270,0.0002037262135626671,1.0,0.4449817661742304
2,128,128,1,5e-12,271,2.2542731570318608e-14,nan,1.1065209123608612e-10
3,128,128,1,5e-12,0,0.016196855270704708,3.637978807091713e-12,nan
3,128,128,1,5e-12,1,0.010765511108331263,4.656612873077393e-10,0.6646667472421557
3,128,128,1,5e-12,2,0.010765511103318236,1.1641532182693481e-10,0.9999999995343438
3,128,128,1,5e-12,3,0.1730861589790757,1.1641532182693481e-10,16.07783943724935
3,128,128,1,5e-12,4,0.17308615895892587,1.1641532182693481e-10,0.999999999883585
3,128,128,1,5e-12,5,0.22166541107436777,1.1641532182693481e-10,1.2806651462348875
3,128,128,1,5e-12,6,0.22166541104856244,1.1641532182693481e-10,0.9999999998835843
3,128,128,1,5e-12,7,0.22166541102275725,1.1641532182693481e-10,0.9999999998835849
3,128,128,1,5e-12,8,0.22166541099695192,2.3283064365386963e-10,0.9999999998835843
3,128,128,1,5e-12,9,0.2489538711738991,1.1641532182693481e-10,1.1231065327432723
3,128,128,1,5e-12,10,0.24895387114491735,2.3283064365386963e-10,0.9999999998835858
3,128,128,1,5e-12,11,0.29287890538950656,2.3283064365386963e-10,1.1764384463779647
3,128,128,1,5e-12,12,0.29287890532131533,2.3283064365386963e-10,0.9999999997671692
3,128,128,1,5e-12,13,0.2928789052531241,2.3283064365386963e-10,0.9999999997671692
3,128,128,1,5e-12,14,0.29287890518493287,4.656612873077393e-10,0.9999999997671692
3,128,128,1,5e-12,15,0.3725208980301765,4.656612873077393e-10,1.271928061172433
3,128,128,1,5e-12,16,0.3725208978567077,4.656612873077393e-10,0.999999999534338
3,128,128,1,5e-12,17,0.3799869199503158,2.3283064365386963e-10,1.0200418879492767
3,128,128,1,5e-12,18,0.37998691986184363,2.3283064365386963e-10,0.9999999997671705
3,128,128,1,5e-12,19,0.3858215527117465,4.656612873077393e-10,1.015354825508268
3,128,128,1,5e-12,20,0.41290616923361123,2.3283064365386963e-10,1.0701998536149693
3,128,128,1,5e-12,21,0.4129061691374742,4.656612873077393e-10,0.9999999997671698
3,128,128,1,5e-12,22,0.41290616894519977,4.656612873077393e-10,0.9999999995343387
3,128,128,1,5e-12,23,0.41290616875292463,4.656612873077393e-10,0.9999999995343369
3,128,128,1,5e-12,24,0.4129061685606492,4.656612873077393e-10,0.9999999995343363
3,128,128,1,5e-12,25,0.4129061683683757,9.313225746154785e-10,0.9999999995343408
3,128,128,1,5e-12,26,0.4581718289220274,9.313225746154785e-10,1.109626990394747
3,128,128,1,5e-12,27,0.4581718284953246,4.656612873077393e-10,0.999999999068684
3,128,128,1,5e-12,28,0.522386600669048,4.656612873077393e-10,1.1401543442437527
3,128,128,1,5e-12,29,0.522386600425794,9.313225746154785e-10,0.999999999534341
3,128,128,1,5e-12,30,0.5223865999392833,1.862645149230957e-09,0.9999999990686769
3,128,128,1,5e-12,31,0.5223865989662619,3.725290298461914e-09,0.999999998137354
3,128,128,1,5e-12,32,0.676661457814802,9.313225746154785e-10,1.295326984179592
3,128,128,1,5e-12,33,0.6766614571846113,2.3283064365386963e-10,0.9999999990686765
3,128,128,1,5e-12,34,0.7094600019883762,9.313225746154785e-10,1.0484711290343474
3,128,128,1,5e-12,35,0.7094600013276349,3.725290298461914e-09,0.9999999990686701
3,128,128,1,5e-12,36,0.7094599986846927,1.862645149230957e-09,0.9999999962747129
3,128,128,1,5e-12,37,0.7094599973632237,4.656612873077393e-10,0.9999999981373595
3,128,128,1,5e-12,38,0.70945999703286,2.3283064365386963e-10,0.9999999995343448
3,128,128,1,5e-12,39,0.7094599968676784,3.725290298461914e-09,0.9999999997671727
3,128,128,1,5e-12,40,0.7094599942247302,4.656612873077393e-10,0.9999999962747044
3,128,128,1,5e-12,41,0.7094599938943621,7.450580596923828e-09,0.9999999995343387
3,128,128,1,5e-12,42,0.709459988608478,3.725290298461914e-09,0.9999999925494262
3,128,128,1,5e-12,43,0.7094599859655338,1.862645149230957e-09,0.99999999627471
3,128,128,1,5e-12,44,0.7094599846440556,1.0,0.9999999981373463
3,128,128,1,5e-12,45,0.8474813849840748,1.1641532182693481e-10,1.1945443059896692
3,128,128,1,5e-12,46,0.8474813848854167,4.656612873077393e-10,0.9999999998835867
3,128,128,1,5e-12,47,0.84748138449078,9.313225746154785e-10,0.9999999995343418
3,128,128,1,5e-12,48,0.8474813837015027,9.313225746154785e-10,0.9999999990686789
3,128,128,1,5e-12,49,0.8474813829122234,9.313225746154785e-10,0.9999999990686765
3,128,128,1,5e-12,50,0.8474813821229445,2.3283064365386963e-10,0.9999999990686771
3,128,128,1,5e-12,51,0.8474813819256245,1.1641532182693481e-10,0.9999999997671689
3,128,128,1,5e-12,52,0.8474813818269638,1.4551915228366852e-11,0.9999999998835836
3,128,128,1,5e-12,53,0.8474813818146336,9.313225746154785e-10,0.9999999999854509
3,128,128,1,5e-12,54,0.8474813810253525,4.656612873077393e-10,0.9999999990686744
3,128,128,1,5e-12,55,0.8474813806307133,2.3283064365386963e-10,0.9999999995343388
3,128,128,1,5e-12,56,0.8474813804333928,4.656612873077393e-10,0.9999999997671684
3,128,128,1,5e-12,57,0.847481380038755,9.313225746154785e-10,0.9999999995343404
3,128,128,1,5e-12,58,0.8474813792494733,3.725290298461914e-09,0.9999999990686738
3,128,128,1,5e-12,59,0.847481376092358,1.862645149230957e-09,0.9999999962747083
3,128,128,1,5e-12,60,0.8474813745138013,4.656612873077393e-10,0.9999999981373554
3,128,128,1,5e-12,61,0.8474813741191604,2.3283064365386963e-10,0.9999999995343367
3,128,128,1,5e-12,62,0.8474813739218415,1.1641532182693481e-10,0.9999999997671704
3,128,128,1,5e-12,63,0.8474813738231844,7.450580596923828e-09,0.9999999998835879
3,128,128,1,5e-12,64,0.8474813675089553,3.725290298461914e-09,0.9999999925494184
3,128,128,1,5e-12,65,0.8474813643518387,9.313225746154785e-10,0.9999999962747068
3,128,128,1,5e-12,66,0.8474813635625628,1.0,0.9999999990686804
3,128,128,1,5e-12,67,0.10644003289099979,5.820766091346741e-11,0.12559572100034996
3,128,128,1,5e-12,68,0.10644003288480648,9.313225746154785e-10,0.9999999999418141
3,128,128,1,5e-12,69,0.14726079410121581,3.725290298461914e-09,1.3835094758058477
3,128,128,1,5e-12,70,0.7608494070042559,7.450580596923828e-09,5.1666800498257945
3,128,128,1,5e-12,71,0.7608494013354832,1.862645149230957e-09,0.9999999925494156
3,128,128,1,5e-12,72,0.7608493999182907,9.313225746154785e-10,0.9999999981373549
3,128,128,1,5e-12,73,0.760849399209695,9.313225746154785e-10,0.9999999990686781
3,128,128,1,5e-12,74,0.7608493985010972,2.3283064365386963e-10,0.9999999990686754
3,128,128,1,5e-12,75,0.7608493983239519,9.313225746154785e-10,0.9999999997671742
3,128,128,1,5e-12,76,0.7608493976153538,5.820766091346741e-11,0.9999999990686749
3,128,128,1,5e-12,77,0.7608493975710645,7.450580596923828e-09,0.9999999999417898
3,128,128,1,5e-12,78,0.7608493919022981,9.313225746154785e-10,0.9999999925494237
3,128,128,1,5e-12,79,0.7608493911937014,2.3283064365386963e-10,0.9999999990686769
3,128,128,1,5e-12,80,0.7608493910165538,3.725290298461914e-09,0.9999999997671712
3,128,128,1,5e-12,81,0.7608493881821693,1.862645149230957e-09,0.9999999962747101
3,128,128,1,5e-12,82,0.7608493867649735,4.656612873077393e-10,0.9999999981373504
3,128,128,1,5e-12,83,0.7608493864106773,7.450580596923828e-09,0.9999999995343413
3,128,128,1,5e-12,84,0.7608493807419081,1.862645149230957e-09,0.99999999254942
3,128,128,1,5e-12,85,0.7608493793247147,2.3283064365386963e-10,0.9999999981373536
3,128,128,1,5e-12,86,0.760849379147571,1.0,0.9999999997671764
3,128,128,1,5e-12,87,0.12045892726036576,5.820766091346741e-11,0.15832164757145983
3,128,128,1,5e-12,88,0.12045892725335046,1.1641532182693481e-10,0.9999999999417618
3,128,128,1,5e-12,89,0.12045892723931631,4.656612873077393e-10,0.9999999998834943
3,128,128,1,5e-12,90,0.12045892718322587,3.725290298461914e-09,0.9999999995343605
3,128,128,1,5e-12,91,0.5347390859757409,3.725290298461914e-09,4.439181872858356
3,128,128,1,5e-12,92,0.534739083983684,9.313225746154785e-10,0.9999999962747123
3,128,128,1,5e-12,93,0.5347390834856687,4.656612873077393e-10,0.9999999990686761
3,128,128,1,5e-12,94,0.534739083236661,3.725290298461914e-09,0.9999999995343379
3,128,128,1,5e-12,95,0.5347390812446008,1.862645149230957e-09,0.9999999962747063
3,128,128,1,5e-12,96,0.5347390802485773,2.3283064365386963e-10,0.9999999981373655
3,128,128,1,5e-12,97,0.5347390801240687,5.820766091346741e-11,0.99999999976716
3,128,128,1,5e-12,98,0.5347390800929398,1.4901161193847656e-08,0.9999999999417868
3,128,128,1,5e-12,99,0.5347390721247015,9.313225746154785e-10,0.9999999850988294
3,128,128,1,5e-12,100,0.5347390716266843,4.656612873077393e-10,0.9999999990686725
3,128,128,1,5e-12,101,0.5347390713776806,1.1641532182693481e-10,0.9999999995343454
3,128,128,1,5e-12,102,0.5347390713154311,1.0,0.9999999998835889
3,128,128,1,5e-12,103,0.060144285347760666,1.1641532182693481e-10,0.11247408048902947
3,128,128,1,5e-12,104,0.07374077374267535,2.3283064365386963e-10,1.2260645099746108
3,128,128,1,5e-12,105,0.10998801144932709,4.656612873077393e-10,1.4915494626234806
3,128,128,1,5e-12,106,0.10998801139811376,1.862645149230957e-09,0.9999999995343736
3,128,128,1,5e-12,107,0.2322770999974964,7.450580596923828e-09,2.111840163713332
3,128,128,1,5e-12,108,0.9733918507127854,3.725290298461914e-09,4.1906492319874715
3,128,128,1,5e-12,109,0.9733918470866175,4.656612873077393e-10,0.9999999962747089
3,128,128,1,5e-12,110,0.9733918466333481,2.3283064365386963e-10,0.9999999995343403
3,128,128,1,5e-12,111,0.9733918464067094,3.725290298461914e-09,0.999999999767166
3,128,128,1,5e-12,112,0.9733918427805369,9.313225746154785e-10,0.9999999962747043
3,128,128,1,5e-12,113,0.9733918418739972,4.656612873077393e-10,0.9999999990686795
3,128,128,1,5e-12,114,0.9733918414207233,7.450580596923828e-09,0.9999999995343357
3,128,128,1,5e-12,115,0.9733918341683795,1.862645149230957e-09,0.9999999925494096
3,128,128,1,5e-12,116,0.9733918323552999,4.656612873077393e-10,0.999999998137359
3,128,128,1,5e-12,117,0.9733918319020367,1.0,0.9999999995343466
3,128,128,1,5e-12,118,0.05484746598222327,5.820766091346741e-11,0.05634674977192863
3,128,128,1,5e-12,119,0.05484746597901469,5.820766091346741e-11,0.9999999999414998
3,128,128,1,5e-12,120,0.05484746597580786,4.656612873077393e-10,0.999999999941532
3,128,128,1,5e-12,121,0.07231581878990548,9.313225746154785e-10,1.3184896968950683
3,128,128,1,5e-12,122,0.3025824746988114,3.725290298461914e-09,4.18418099610937
3,128,128,1,5e-12,123,0.5387749280407325,1.4901161193847656e-08,1.7805886761188845
3,128,128,1,5e-12,124,0.5387749200123652,3.725290298461914e-09,0.9999999850988476
3,128,128,1,5e-12,125,0.5387749180052729,1.862645149230957e-09,0.999999996274711
3,128,128,1,5e-12,126,0.7800437545848591,9.313225746154785e-10,1.447810075258969
3,128,128,1,5e-12,127,0.7800437538583802,1.1641532182693481e-10,0.9999999990686691
3,128,128,1,5e-12,128,0.780043753767576,1.862645149230957e-09,0.9999999998835908
3,128,128,1,5e-12,129,0.7800437523146112,9.313225746154785e-10,0.9999999981373292
3,128,128,1,5e-12,130,0.780043751588144,4.656612873077393e-10,0.999999999068684
3,128,128,1,5e-12,131,0.7800437512248899,1.0,0.9999999995343157
3,128,128,1,5e-12,132,0.08595537278125229,1.1641532182693481e-10,0.11019301500239952
3,128,128,1,5e-12,133,0.08595537277127117,9.313225746154785e-10,0.9999999998838803
3,128,128,1,5e-12,134,0.19978052696503587,7.450580596923828e-09,2.3242354785273927
3,128,128,1,5e-12,135,0.3212709496323389,3.725290298461914e-09,1.6081194424347742
3,128,128,1,5e-12,136,0.3212709484355101,2.3283064365386963e-10,0.9999999962747058
3,128,128,1,5e-12,137,0.3212709483607096,7.450580596923828e-09,0.9999999997671731
3,128,128,1,5e-12,138,0.32127094596706346,1.0,0.9999999925494474
3,128,128,1,5e-12,139,0.29174819497956206,2.9103830456733704e-11,0.9081063776289062
3,128,128,1,5e-12,140,0.2917481949710653,2.3283064365386963e-10,0.9999999999708764
3,128,128,1,5e-12,141,0.2917481949031377,3.725290298461914e-09,0.9999999997671705
3,128,128,1,5e-12,142,0.29174819381628864,7.450580596923828e-09,0.9999999962747017
